試合,公式戦,J1,年月日,大会名ほか,相手チーム,会場,項目,H/A,スコア,得点,失点,観客数
1584,1279,903,2020.09.09,2020明治安田生命J1リーグ 第15節,サガン鳥栖,埼玉スタジアム2002,L,H,△ 2 - 2,2,2,"4,398人"
1585,1280,904,2020.09.13,2020明治安田生命J1リーグ 第16節,北海道コンサドーレ札幌,札幌ドーム,L,A,○ 4 - 3,4,3,"4,449人"
1586,1281,905,2020.09.20,2020明治安田生命J1リーグ 第17節,川崎フロンターレ,埼玉スタジアム2002,L,H,● 0 - 3,0,3,"6,357人"
1587,1282,906,2020.09.23,2020明治安田生命J1リーグ 第18節,清水エスパルス,IAIスタジアム日本平,L,A,○ 2 - 1,2,1,"3,095人"
1588,1283,907,2020.09.26,2020明治安田生命J1リーグ 第19節,横浜FC,埼玉スタジアム2002,L,H,● 0 - 2,0,2,"6,401人"
1589,1284,908,2020.09.30,2020明治安田生命J1リーグ 第29節,FC東京,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"5,623人"
1590,1285,909,2020.10.04,2020明治安田生命J1リーグ 第20節,名古屋グランパス,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"9,357人"
1591,1286,910,2020.10.10,2020明治安田生命J1リーグ 第21節,サガン鳥栖,駅前不動産スタジアム,L,A,○ 1 - 0,1,0,"8,574人"
1592,1287,911,2020.10.14,2020明治安田生命J1リーグ 第22節,柏レイソル,三協フロンテア柏スタジアム,L,A,△ 1 - 1,1,1,"2,634人"
1593,1288,912,2020.10.18,2020明治安田生命J1リーグ 第23節,ベガルタ仙台,埼玉スタジアム2002,L,H,○ 6 - 0,6,0,"9,831人"
1594,1289,913,2020.10.24,2020明治安田生命J1リーグ 第24節,セレッソ大阪,埼玉スタジアム2002,L,H,○ 3 - 1,3,1,"12,863人"
1595,1290,914,2020.10.31,2020明治安田生命J1リーグ 第25節,大分トリニータ,昭和電工ドーム大分,L,A,△ 0 - 0,0,0,"7,397人"
1596,1291,915,2020.11.03,2020明治安田生命J1リーグ 第26節,サンフレッチェ広島,エディオンスタジアム広島,L,A,△ 1 - 1,1,1,"5,475人"
1597,1292,916,2020.11.14,2020明治安田生命J1リーグ 第27節,横浜F・マリノス,日産スタジアム,L,A,● 2 - 6,2,6,"18,148人"
1598,1293,917,2020.11.18,2020明治安田生命J1リーグ 第31節,ヴィッセル神戸,ノエビアスタジアム神戸,L,A,○ 1 - 0,1,0,"8,268人"
1599,1294,918,2020.11.22,2020明治安田生命J1リーグ 第28節,ガンバ大阪,埼玉スタジアム2002,L,H,● 1 - 2,1,2,"20,288人"
1600,1295,919,2020.11.29,2020明治安田生命J1リーグ 第30節,鹿島アントラーズ,県立カシマサッカースタジアム,L,A,● 0 - 4,0,4,"11,645人"
1601,1296,920,2020.12.12,2020明治安田生命J1リーグ 第32節,湘南ベルマーレ,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,"14,847人"
1602,1297,921,2020.12.16,2020明治安田生命J1リーグ 第33節,川崎フロンターレ,等々力陸上競技場,L,A,● 1 - 3,1,3,"11,387人"
1603,1298,922,2020.12.19,2020明治安田生命J1リーグ 第34節,北海道コンサドーレ札幌,埼玉スタジアム2002,L,H,● 0 - 2,0,2,"19,319人"
1604,1299,923,2021.02.27,2021明治安田生命J1リーグ 第1節,FC東京,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,"4,943人"
1605,1300,,2021.03.02,2021JリーグYBCルヴァンカップ グループステージ 第1節,湘南ベルマーレ,レモンガススタジアム平塚,LC,A,△ 0 - 0,0,0,"3,022人"
1606,1301,924,2021.03.06,2021明治安田生命J1リーグ 第2節,サガン鳥栖,駅前不動産スタジアム,L,A,● 0 - 2,0,2,"7,452人"
1607,1302,925,2021.03.10,2021明治安田生命J1リーグ 第3節,横浜FC,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,"4,524人"
1608,1303,926,2021.03.14,2021明治安田生命J1リーグ 第4節,横浜F・マリノス,日産スタジアム,L,A,● 0 - 3,0,3,"4,864人"
1609,1304,927,2021.03.17,2021明治安田生命J1リーグ 第5節,北海道コンサドーレ札幌,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,"4,571人"
1610,1305,928,2021.03.21,2021明治安田生命J1リーグ 第6節,川崎フロンターレ,埼玉スタジアム2002,L,H,● 0 - 5,0,5,"4,679人"
1611,1306,,2021.03.27,2021JリーグYBCルヴァンカップ グループステージ 第2節,柏レイソル,埼玉スタジアム2002,LC,H,● 0 - 1,0,1,"8,024人"
1612,1307,929,2021.04.03,2021明治安田生命J1リーグ 第7節,鹿島アントラーズ,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,"9,975人"
1613,1308,930,2021.04.07,2021明治安田生命J1リーグ 第8節,清水エスパルス,IAIスタジアム日本平,L,A,○ 2 - 0,2,0,"5,548人"
1614,1309,931,2021.04.11,2021明治安田生命J1リーグ 第9節,徳島ヴォルティス,埼玉スタジアム2002,L,H,○ 1 - 0,1,0,"9,972人"
1615,1310,932,2021.04.18,2021明治安田生命J1リーグ 第10節,セレッソ大阪,ヤンマースタジアム長居,L,A,● 0 - 1,0,1,"4,672人"
1616,1311,,2021.04.21,2021JリーグYBCルヴァンカップ グループステージ 第3節,横浜FC,ニッパツ三ツ沢球技場,LC,A,○ 2 - 1,2,1,"2,481人"
1617,1312,933,2021.04.25,2021明治安田生命J1リーグ 第11節,大分トリニータ,埼玉スタジアム2002,L,H,○ 3 - 2,3,2,"9,270人"
1618,1313,,2021.04.28,2021JリーグYBCルヴァンカップ グループステージ 第4節,湘南ベルマーレ,埼玉スタジアム2002,LC,H,△ 0 - 0,0,0,"4,231人"
1619,1314,934,2021.05.01,2021明治安田生命J1リーグ 第12節,アビスパ福岡,ベスト電器スタジアム,L,A,● 0 - 2,0,2,"6,906人"
1620,1315,,2021.05.05,2021JリーグYBCルヴァンカップ グループステージ 第5節,柏レイソル,三協フロンテア柏スタジアム,LC,A,△ 3 - 3,3,3,"3,775人"
1621,1316,935,2021.05.09,2021明治安田生命J1リーグ 第13節,ベガルタ仙台,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,"4,750人"
1622,1317,936,2021.05.16,2021明治安田生命J1リーグ 第14節,ガンバ大阪,パナソニック スタジアム 吹田,L,A,○ 3 - 0,3,0,-
1623,1318,,2021.05.19,2021JリーグYBCルヴァンカップ グループステージ 第6節,横浜FC,埼玉スタジアム2002,LC,H,○ 2 - 0,2,0,"4,252人"
1624,1319,937,2021.05.22,2021明治安田生命J1リーグ 第15節,ヴィッセル神戸,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,"4,917人"
1625,1320,938,2021.05.26,2021明治安田生命J1リーグ 第16節,サンフレッチェ広島,エディオンスタジアム広島,L,A,△ 2 - 2,2,2,"3,681人"
1626,1321,939,2021.05.30,2021明治安田生命J1リーグ 第17節,名古屋グランパス,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,"4,685人"
1627,1322,,2021.06.06,2021JリーグYBCルヴァンカップ プレーオフステージ 第1戦,ヴィッセル神戸,ノエビアスタジアム神戸,LC,A,○ 2 - 1,2,1,"4,720人"
1628,1323,,2021.06.09,天皇杯 JFA 第101回全日本サッカー選手権大会 2回戦,カターレ富山,浦和駒場スタジアム,E,N,○ 1 - 0,1,0,"4,269人"
1629,1324,,2021.06.13,2022JリーグYBCルヴァンカップ プレーオフステージ 第2戦,ヴィッセル神戸,浦和駒場スタジアム,LC,H,△ 2 - 2,2,2,"4,892人"
1630,1325,940,2021.06.20,2021明治安田生命J1リーグ 第18節,湘南ベルマーレ,埼玉スタジアム2002,L,H,● 2 - 3 (※1),2,3,"4,810人"
1631,1326,941,2021.06.23,2021明治安田生命J1リーグ 第19節,柏レイソル,三協フロンテア柏スタジアム,L,A,○ 2 - 0,2,0,"3,263人"
1632,1327,942,2021.06.27,2021明治安田生命J1リーグ 第20節,アビスパ福岡,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,"4,724人"
1633,1328,943,2021.07.03,2021明治安田生命J1リーグ 第21節,ベガルタ仙台,ユアテックスタジアム仙台,L,A,△ 0 - 0,0,0,"8,243人"
1634,1329,,2021.07.07,天皇杯 JFA 第101回全日本サッカー選手権大会 3回戦,SC相模原,浦和駒場スタジアム,E,N,○ 1 - 0,1,0,"4,528人"
1635,1330,944,2021.07.10,2021明治安田生命J1リーグ 第22節,大分トリニータ,昭和電工ドーム大分,L,A,● 0 - 1,0,1,"9,384人"
1636,1331,945,2021.08.09,2021明治安田生命J1リーグ 第23節,北海道コンサドーレ札幌,札幌ドーム,L,A,● 1 - 2,1,2,"8,330人"
1637,1332,946,2021.08.14,2021明治安田生命J1リーグ 第24節,サガン鳥栖,浦和駒場スタジアム,L,H,○ 2 - 1,2,1,"4,704人"
1638,1333,,2021.08.18,天皇杯 JFA 第101回全日本サッカー選手権大会 ラウンド16(4回戦),京都サンガF.C.,たけびしスタジアム京都,E,N,○ 1 - 0,1,0,"3,416人"
1639,1334,947,2021.08.21,2021明治安田生命J1リーグ 第25節,徳島ヴォルティス,鳴門・大塚スポーツパーク ポカリスエットスタジアム,L,A,○ 1 - 0,1,0,"7,046人"
1640,1335,948,2021.08.25,2021明治安田生命J1リーグ 第26節,サンフレッチェ広島,浦和駒場スタジアム,L,H,○ 1 - 0,1,0,"4,425人"
1641,1336,949,2021.08.29,2021明治安田生命J1リーグ 第27節,湘南ベルマーレ,レモンガススタジアム平塚,L,A,△ 0 - 0,0,0,"4,635人"
1642,1337,,2021.09.01,2021JリーグYBCルヴァンカップ プライムステージ 準々決勝 第1戦,川崎フロンターレ,浦和駒場スタジアム,LC,H,△ 1 - 1,1,1,"4,629人"
1643,1338,,2021.09.05,2022JリーグYBCルヴァンカップ プライムステージ 準々決勝 第2戦,川崎フロンターレ,等々力陸上競技場,LC,A,△ 3 - 3,3,3,"4,936人"
1644,1339,950,2021.09.11,2021明治安田生命J1リーグ 第28節,横浜FC,ニッパツ三ツ沢球技場,L,A,○ 2 - 0,2,0,"4,992人"
1645,1340,951,2021.09.18,2021明治安田生命J1リーグ 第29節,セレッソ大阪,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,"4,887人"
1646,1341,952,2021.09.25,2021明治安田生命J1リーグ 第30節,FC東京,味の素スタジアム,L,A,○ 2 - 1,2,1,"4,875人"
1647,1342,953,2021.10.02,2021明治安田生命J1リーグ 第31節,ヴィッセル神戸,ノエビアスタジアム神戸,L,A,● 1 - 5,1,5,"7,923人"
1648,1343,,2021.10.06,2021JリーグYBCルヴァンカップ プライムステージ 準決勝 第1戦,セレッソ大阪,埼玉スタジアム2002,LC,H,△ 1 - 1,1,1,"8,734人"
1649,1344,,2021.10.10,2022JリーグYBCルヴァンカップ プライムステージ 準決勝 第2戦,セレッソ大阪,ヨドコウ桜スタジアム,LC,A,● 0 - 1,0,1,"8,654人"
1650,1345,954,2021.10.16,2021明治安田生命J1リーグ 第32節,ガンバ大阪,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,"10,233人"
1651,1346,955,2021.10.22,2021明治安田生命J1リーグ 第33節,柏レイソル,埼玉スタジアム2002,L,H,○ 5 - 1,5,1,"11,172人"
1652,1347,,2021.10.27,天皇杯 JFA 第101回全日本サッカー選手権大会 準々決勝,ガンバ大阪,パナソニック スタジアム 吹田,E,N,○ 2 - 0,2,0,"5,553人"
1653,1348,956,2021.11.03,2021明治安田生命J1リーグ 第34節,川崎フロンターレ,等々力陸上競技場,L,A,△ 1 - 1,1,1,"11,603人"
1654,1349,957,2021.11.07,2021明治安田生命J1リーグ 第35節,鹿島アントラーズ,県立カシマサッカースタジアム,L,A,● 0 - 1,0,1,"16,518人"
1655,1350,958,2021.11.20,2021明治安田生命J1リーグ 第36節,横浜F・マリノス,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,"21,257人"
1656,1351,959,2021.11.27,2021明治安田生命J1リーグ 第37節,清水エスパルス,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"28,138人"
1657,1352,960,2021.12.04,2021明治安田生命J1リーグ 第38節,名古屋グランパス,豊田スタジアム,L,A,△ 0 - 0,0,0,"27,079人"
1658,1353,,2021.12.12,天皇杯 JFA 第101回全日本サッカー選手権大会 準決勝,セレッソ大阪,埼玉スタジアム2002,E,N,○ 2 - 0,2,0,"30,933人"
1659,1354,,2021.12.19,天皇杯 JFA 第101回全日本サッカー選手権大会 決勝,大分トリニータ,国立競技場,E,N,○ 2 - 1,2,1,"57,785人"
1660,1355,,2022.02.12,FUJIFILM SUPER CUP 2022,川崎フロンターレ,日産スタジアム,SC,N,○ 2 - 0,2,0,"18,558人"
1661,1356,961,2022.02.19,2022明治安田生命J1リーグ 第1節,京都サンガF.C.,サンガスタジアム by KYOCERA,L,A,● 0 - 1,0,1,"11,701人"
1662,1357,962,2022.02.23,2022明治安田生命J1リーグ 第9節,ヴィッセル神戸,埼玉スタジアム2002,L,H,△ 2 - 2,2,2,"19,446人"
1663,1358,963,2022.02.26,2022明治安田生命J1リーグ 第2節,ガンバ大阪,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"16,121人"
1664,1359,964,2022.03.02,2022明治安田生命J1リーグ 第10節,川崎フロンターレ,等々力陸上競技場,L,A,● 1 - 2,1,2,"14,696人"
1665,1360,965,2022.03.06,2022明治安田生命J1リーグ 第3節,湘南ベルマーレ,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,"19,144人"
1666,1361,966,2022.03.13,2022明治安田生命J1リーグ 第4節,サガン鳥栖,駅前不動産スタジアム,L,A,● 0 - 1,0,1,"9,627人"
1667,1362,967,2022.03.19,2022明治安田生命J1リーグ 第5節,ジュビロ磐田,埼玉スタジアム2002,L,H,○ 4 - 1,4,1,"24,207人"
1668,1363,968,2022.04.02,2022明治安田生命J1リーグ 第6節,北海道コンサドーレ札幌,札幌ドーム,L,A,△ 1 - 1,1,1,"11,345人"
1669,1364,969,2022.04.06,2022明治安田生命J1リーグ 第7節,清水エスパルス,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,"18,757人"
1670,1365,970,2022.04.10,2022明治安田生命J1リーグ 第8節,FC東京,味の素スタジアム,L,A,△ 0 - 0,0,0,"22,429人"
1671,1366,,2022.04.15,AFCチャンピオンズリーグ2022 グループステージ MD1,ライオン・シティ・セーラーズ(シンガポール),ブリーラムスタジアム,ACL,N,○ 4 - 1,4,1,394人
1672,1367,,2022.04.18,AFCチャンピオンズリーグ2022 グループステージ MD2,山東泰山(中国),ブリーラムスタジアム,ACL,N,○ 5 - 0,5,0,321人
1673,1368,,2022.04.21,AFCチャンピオンズリーグ2022 グループステージ MD3,大邱FC(韓国),ブリーラムスタジアム,ACL,N,● 0 - 1,0,1,375人
1674,1369,,2022.04.24,AFCチャンピオンズリーグ2022 グループステージ MD4,大邱FC(韓国),ブリーラムシティスタジアム,ACL,N,△ 0 - 0,0,0,436人
1675,1370,,2022.04.27,AFCチャンピオンズリーグ2022 グループステージ MD5,ライオン・シティ・セーラーズ(シンガポール),ブリーラムシティスタジアム,ACL,N,○ 6 - 0,6,0,313人
1676,1371,,2022.04.30,AFCチャンピオンズリーグ2022 グループステージ MD6,山東泰山(中国),ブリーラムシティスタジアム,ACL,N,○ 5 - 0,5,0,393人
1677,1372,971,2022.05.08,2022明治安田生命J1リーグ 第12節,柏レイソル,三協フロンテア柏スタジアム,L,A,△ 0 - 0,0,0,"13,418人"
1678,1373,972,2022.05.13,2022明治安田生命J1リーグ 第13節,サンフレッチェ広島,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,"16,030人"
1679,1374,973,2022.05.18,2022明治安田生命J1リーグ 第11節,横浜F・マリノス,埼玉スタジアム2002,L,H,△ 3 - 3,3,3,"19,425人"
1680,1375,974,2022.05.21,2022明治安田生命J1リーグ 第14節,鹿島アントラーズ,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,"37,144人"
1681,1376,975,2022.05.25,2022明治安田生命J1リーグ 第15節,セレッソ大阪,ヨドコウ桜スタジアム,L,A,● 0 - 2,0,2,"7,436人"
1682,1377,976,2022.05.28,2022明治安田生命J1リーグ 第16節,アビスパ福岡,ベスト電器スタジアム,L,A,△ 0 - 0,0,0,"9,136人"
1683,1378,,2022.06.01,天皇杯 JFA 第102回全日本サッカー選手権大会 2回戦,福島ユナイテッドFC,浦和駒場スタジアム,E,N,○ 1 - 0,1,0,"6,812人"
1684,1379,977,2022.06.18,2022明治安田生命J1リーグ 第17節,名古屋グランパス,埼玉スタジアム2002,L,H,○ 3 - 0,3,0,"28,699人"
1685,1380,,2022.06.22,天皇杯 JFA 第102回全日本サッカー選手権大会 3回戦,ザスパクサツ群馬,正田醤油スタジアム群馬,E,N,● 0 - 1,0,1,"5,893人"
1686,1381,978,2022.06.26,2022明治安田生命J1リーグ 第18節,ヴィッセル神戸,ノエビアスタジアム神戸,L,A,○ 1 - 0,1,0,"21,456人"
1687,1382,979,2022.07.02,2022明治安田生命J1リーグ 第19節,ガンバ大阪,パナソニック スタジアム 吹田,L,A,△ 1 - 1,1,1,"18,741人"
1688,1383,980,2022.07.06,2022明治安田生命J1リーグ 第20節,京都サンガF.C.,埼玉スタジアム2002,L,H,△ 2 - 2,2,2,"15,921人"
1689,1384,981,2022.07.10,2022明治安田生命J1リーグ 第21節,FC東京,埼玉スタジアム2002,L,H,○ 3 - 0,3,0,"26,293人"
1690,1385,982,2022.07.16,2022明治安田生命J1リーグ 第22節,清水エスパルス,IAIスタジアム日本平,L,A,○ 2 - 1,2,1,"11,776人"
1691,,,2022.07.23,エアトリ presents Paris Saint-Germain JAPAN TOUR 2022,パリ・サン=ジェルマン(フランス),埼玉スタジアム2002,I,N,● 0 - 3,0,3,"61,175人"
1692,1386,983,2022.07.30,2022明治安田生命J1リーグ 第23節,川崎フロンターレ,埼玉スタジアム2002,L,H,○ 3 - 1,3,1,"35,451人"
1693,1387,,2022.08.03,2022JリーグYBCルヴァンカップ プライムステージ 準々決勝 第1戦,名古屋グランパス,豊田スタジアム,LC,A,△ 1 - 1,1,1,"6,179人"
1694,1388,984,2022.08.06,2022明治安田生命J1リーグ 第24節,名古屋グランパス,豊田スタジアム,L,A,● 0 - 3,0,3,"33,005人"
1695,1389,,2022.08.10,2022JリーグYBCルヴァンカップ プライムステージ 準々決勝 第2戦,名古屋グランパス,埼玉スタジアム2002,LC,H,○ 3 - 0,3,0,"23,435人"
1696,1390,985,2022.08.13,2022明治安田生命J1リーグ 第25節,ジュビロ磐田,エコパスタジアム,L,A,○ 6 - 0,6,0,"12,462人"
1697,1391,,2022.08.19,AFCチャンピオンズリーグ2022 ノックアウトステージ ラウンド16,ジョホール・ダルル・タクジム(マレーシア),埼玉スタジアム2002,ACL,N,○ 5 - 0,5,0,"20,691人"
1698,1392,,2022.08.22,AFCチャンピオンズリーグ2022 ノックアウトステージ 準々決勝,BGパトゥム ユナイテッドFC(タイ),埼玉スタジアム2002,ACL,N,○ 4 - 0,4,0,"16,210人"
1699,1393,,2022.08.25,AFCチャンピオンズリーグ2022 ノックアウトステージ 準決勝,全北現代モータースFC(韓国),埼玉スタジアム2002,ACL,N,○ 2 - 2 (PK 3 - 1),2,2,"23,277人"
1700,1394,986,2022.09.03,2022明治安田生命J1リーグ 第28節,鹿島アントラーズ,県立カシマサッカースタジアム,L,A,△ 2 - 2,2,2,"20,664人"
1701,1395,987,2022.09.10,2022明治安田生命J1リーグ 第29節,柏レイソル,埼玉スタジアム2002,L,H,○ 4 - 1,4,1,"28,632人"
1702,1396,988,2022.09.14,2022明治安田生命J1リーグ 第26節,セレッソ大阪,埼玉スタジアム2002,L,H,● 0 - 1,0,1,"17,390人"
