試合,公式戦,J1,年月日,大会名ほか,相手チーム,会場,項目,H/A,スコア,得点,失点,観客数,date,year,month,day,weekday,result,延期or中止
810,560,392,2005.07.06,2005Jリーグ ディビジョン1 第14節,東京ヴェルディ1969,国立競技場,L,A,○ 7 - 0,7,0,22953,2005-07-06,2005,7,6,水,W,False
811,561,393,2005.07.09,2005Jリーグ ディビジョン1 第15節,大宮アルディージャ,埼玉スタジアム2002,L,H,● 1 - 2,1,2,50437,2005-07-09,2005,7,9,土,L,False
812,562,394,2005.07.13,2005Jリーグ ディビジョン1 第16節,柏レイソル,国立競技場,L,A,● 0 - 3,0,3,23684,2005-07-13,2005,7,13,水,L,False
813,563,395,2005.07.18,2005Jリーグ ディビジョン1 第17節,サンフレッチェ広島,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,35658,2005-07-18,2005,7,18,月,W,False
814,564,396,2005.07.23,2005Jリーグ ディビジョン1 第18節,清水エスパルス,エコパスタジアム,L,A,○ 1 - 0,1,0,21730,2005-07-23,2005,7,23,土,W,False
815,,,2005.07.30,Vodafone CUP 2005,マンチェスター・ユナイテッド(イングランド),埼玉スタジアム2002,I,H,● 0 - 2,0,2,58389,2005-07-30,2005,7,30,土,L,False
816,565,,2005.08.06,2005Jリーグヤマザキナビスコカップ 準々決勝 第1戦,清水エスパルス,日本平スタジアム,LC,A,○ 1 - 0,1,0,12572,2005-08-06,2005,8,6,土,W,False
817,566,,2005.08.14,2005Jリーグヤマザキナビスコカップ 準々決勝 第2戦,清水エスパルス,埼玉スタジアム2002,LC,H,○ 1 - 0,1,0,31754,2005-08-14,2005,8,14,日,W,False
818,,,2005.08.15,2005Jサテライトリーグ 第15日,東京ヴェルディ1969,ヴェルディグラウンド,S,A,● 2 - 3,2,3,320,2005-08-15,2005,8,15,月,L,False
819,567,397,2005.08.20,2005Jリーグ ディビジョン1 第19節,FC東京,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,44400,2005-08-20,2005,8,20,土,W,False
820,568,398,2005.08.24,2005Jリーグ ディビジョン1 第20節,ヴィッセル神戸,さいたま市浦和駒場スタジアム,L,H,△ 2 - 2,2,2,16173,2005-08-24,2005,8,24,水,D,False
821,569,399,2005.08.27,2005Jリーグ ディビジョン1 第21節,名古屋グランパスエイト,名古屋市瑞穂陸上競技場,L,A,○ 2 - 0,2,0,18817,2005-08-27,2005,8,27,土,W,False
822,570,,2005.08.31,2005Jリーグヤマザキナビスコカップ 準決勝 第1戦,ジェフユナイテッド千葉,さいたま市浦和駒場スタジアム,LC,H,● 1 - 3,1,3,17265,2005-08-31,2005,8,31,水,L,False
823,571,400,2005.09.03,2005Jリーグ ディビジョン1 第22節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,△ 2 - 2,2,2,35467,2005-09-03,2005,9,3,土,D,False
824,,,2005.09.04,2005Jサテライトリーグ 第18日,鹿島アントラーズ,茨城県立カシマサッカースタジアム,S,A,● 0 - 1,0,1,520,2005-09-04,2005,9,4,日,L,False
825,572,401,2005.09.10,2005Jリーグ ディビジョン1 第23節,大分トリニータ,埼玉スタジアム2002,L,H,● 1 - 2,1,2,35198,2005-09-10,2005,9,10,土,L,False
826,,,2005.09.11,2005Jサテライトリーグ 第19日,ザスパ草津,嬬恋村運動公園陸上競技場,S,A,△ 1 - 1,1,1,500,2005-09-11,2005,9,11,日,D,False
827,573,402,2005.09.18,2005Jリーグ ディビジョン1 第24節,サンフレッチェ広島,広島ビッグアーチ,L,A,○ 4 - 3,4,3,26083,2005-09-18,2005,9,18,日,W,False
828,574,403,2005.09.24,2005Jリーグ ディビジョン1 第25節,横浜F・マリノス,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,49800,2005-09-24,2005,9,24,土,D,False
829,575,404,2005.10.02,2005Jリーグ ディビジョン1 第26節,セレッソ大阪,大阪長居スタジアム,L,A,● 1 - 3,1,3,23555,2005-10-02,2005,10,2,日,L,False
830,576,,2005.10.05,2005Jリーグヤマザキナビスコカップ 準決勝 第2戦,ジェフユナイテッド千葉,市原臨海競技場,LC,A,△ 2 - 2,2,2,11286,2005-10-05,2005,10,5,水,D,False
831,,,2005.10.10,2005Jサテライトリーグ 第23日,鹿島アントラーズ,東松山陸上競技場,S,H,△ 0 - 0,0,0,1281,2005-10-10,2005,10,10,月,D,False
832,577,405,2005.10.15,2005Jリーグ ディビジョン1 第27節,柏レイソル,さいたま市浦和駒場スタジアム,L,H,○ 7 - 0,7,0,16865,2005-10-15,2005,10,15,土,W,False
833,,,2005.10.16,2005Jサテライトリーグ 第24日,東京ヴェルディ1969,さいたま市浦和駒場スタジアム,S,H,△ 1 - 1,1,1,1641,2005-10-16,2005,10,16,日,D,False
834,578,406,2005.10.22,2005Jリーグ ディビジョン1 第28節,大宮アルディージャ,埼玉スタジアム2002,L,A,○ 3 - 1,3,1,30038,2005-10-22,2005,10,22,土,W,False
835,579,407,2005.10.29,2005Jリーグ ディビジョン1 第29節,川崎フロンターレ,埼玉スタジアム2002,L,H,○ 3 - 2,3,2,37593,2005-10-29,2005,10,29,土,W,False
836,580,,2005.11.03,第85回天皇杯全日本サッカー選手権大会 4回戦,モンテディオ山形,さいたま市浦和駒場スタジアム,E,N,○ 2 - 1,2,1,15772,2005-11-03,2005,11,3,木,W,False
837,581,408,2005.11.12,2005Jリーグ ディビジョン1 第30節,ガンバ大阪,万博記念競技場,L,A,● 1 - 2,1,2,20811,2005-11-12,2005,11,12,土,L,False
838,582,409,2005.11.20,2005Jリーグ ディビジョン1 第31節,東京ヴェルディ1969,埼玉スタジアム2002,L,H,○ 4 - 1,4,1,43636,2005-11-20,2005,11,20,日,W,False
839,583,410,2005.11.23,2005Jリーグ ディビジョン1 第32節,ジェフユナイテッド千葉,フクダ電子アリーナ,L,A,● 0 - 1,0,1,16261,2005-11-23,2005,11,23,水,L,False
840,584,411,2005.11.26,2005Jリーグ ディビジョン1 第33節,ジュビロ磐田,埼玉スタジアム2002,L,H,○ 1 - 0,1,0,54883,2005-11-26,2005,11,26,土,W,False
841,585,412,2005.12.03,2005Jリーグ ディビジョン1 第34節,アルビレックス新潟,新潟スタジアム,L,A,○ 4 - 0,4,0,41988,2005-12-03,2005,12,3,土,W,False
842,586,,2005.12.10,第85回天皇杯全日本サッカー選手権大会 5回戦,FC東京,愛媛県総合運動公園陸上競技場,E,N,○ 2 - 0,2,0,8355,2005-12-10,2005,12,10,土,W,False
843,587,,2005.12.24,第85回天皇杯全日本サッカー選手権大会 準々決勝,川崎フロンターレ,埼玉スタジアム2002,E,N,○ 2 - 0,2,0,27589,2005-12-24,2005,12,24,土,W,False
844,588,,2005.12.29,第85回天皇杯全日本サッカー選手権大会 準決勝,大宮アルディージャ,国立競技場,E,N,○ 4 - 2,4,2,31441,2005-12-29,2005,12,29,木,W,False
845,589,,2006.01.01,第85回天皇杯全日本サッカー選手権大会 決勝,清水エスパルス,国立競技場,E,N,○ 2 - 1,2,1,51536,2006-01-01,2006,1,1,日,W,False
846,,,2006.02.15,シドニーキャンプ・練習試合,マルコーニ・スタリオンズ(オーストラリア),マルコーニスタジアム,I,A,○ 4 - 1,4,1,200,2006-02-15,2006,2,15,水,W,False
847,,,2006.02.17,シドニーキャンプ・練習試合,スーパーリーグ選抜,マルコーニスタジアム,I,A,○ 6 - 1,6,1,180,2006-02-17,2006,2,17,金,W,False
848,,,2006.02.19,シドニーキャンプ・練習試合,ボンニリッグ・ホワイトイーグルス(オーストラリア),マルコーニスタジアム,I,A,○ 4 - 0,4,0,300,2006-02-19,2006,2,19,日,W,False
849,590,,2006.02.25,2006 XEROX SUPER CUP,ガンバ大阪,国立競技場,SC,N,○ 3 - 1,3,1,35674,2006-02-25,2006,2,25,土,W,False
850,591,413,2006.03.04,2006Jリーグ ディビジョン1 第1節,ガンバ大阪,万博記念競技場,L,A,△ 1 - 1,1,1,20916,2006-03-04,2006,3,4,土,D,False
851,592,414,2006.03.11,2006Jリーグ ディビジョン1 第2節,ジュビロ磐田,埼玉スタジアム2002,L,H,○ 3 - 1,3,1,56512,2006-03-11,2006,3,11,土,W,False
852,,,2006.03.12,2006Jサテライトリーグ 第1日,川崎フロンターレ,さいたま市浦和駒場スタジアム,S,H,● 1 - 5,1,5,2424,2006-03-12,2006,3,12,日,L,False
853,593,415,2006.03.18,2006Jリーグ ディビジョン1 第3節,サンフレッチェ広島,広島ビッグアーチ,L,A,○ 4 - 1,4,1,16742,2006-03-18,2006,3,18,土,W,False
854,594,416,2006.03.21,2006Jリーグ ディビジョン1 第4節,セレッソ大阪,埼玉スタジアム2002,L,H,○ 3 - 0,3,0,43815,2006-03-21,2006,3,21,火,W,False
855,595,417,2006.03.25,2006Jリーグ ディビジョン1 第5節,横浜F・マリノス,日産スタジアム,L,A,○ 3 - 1,3,1,50572,2006-03-25,2006,3,25,土,W,False
856,596,,2006.03.29,2006Jリーグヤマザキナビスコカップ 予選リーグ 第1日,FC東京,さいたま市浦和駒場スタジアム,LC,H,○ 2 - 0,2,0,16065,2006-03-29,2006,3,29,水,W,False
857,597,418,2006.04.02,2006Jリーグ ディビジョン1 第6節,名古屋グランパスエイト,埼玉スタジアム2002,L,H,△ 0 - 0,0,0,44625,2006-04-02,2006,4,2,日,D,False
858,598,419,2006.04.09,2006Jリーグ ディビジョン1 第7節,アビスパ福岡,東平尾公園博多の森球技場,L,A,○ 1 - 0,1,0,21545,2006-04-09,2006,4,9,日,W,False
859,599,,2006.04.12,2006Jリーグヤマザキナビスコカップ 予選リーグ 第2日,アビスパ福岡,さいたま市浦和駒場スタジアム,LC,H,○ 3 - 1,3,1,14695,2006-04-12,2006,4,12,水,W,False
860,600,420,2006.04.15,2006Jリーグ ディビジョン1 第8節,京都パープルサンガ,埼玉スタジアム2002,L,H,○ 3 - 0,3,0,40657,2006-04-15,2006,4,15,土,W,False
861,601,421,2006.04.22,2006Jリーグ ディビジョン1 第9節,清水エスパルス,エコパスタジアム,L,A,● 1 - 2,1,2,23406,2006-04-22,2006,4,22,土,L,False
862,602,,2006.04.26,2006Jリーグヤマザキナビスコカップ 予選リーグ 第3日,アビスパ福岡,東平尾公園博多の森球技場,LC,A,○ 3 - 1,3,1,7614,2006-04-26,2006,4,26,水,W,False
863,603,422,2006.04.29,2006Jリーグ ディビジョン1 第10節,大宮アルディージャ,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,54774,2006-04-29,2006,4,29,土,W,False
864,604,423,2006.05.03,2006Jリーグ ディビジョン1 第11節,ジェフユナイテッド千葉,フクダ電子アリーナ,L,A,● 0 - 2,0,2,17438,2006-05-03,2006,5,3,水,L,False
865,605,424,2006.05.07,2006Jリーグ ディビジョン1 第12節,鹿島アントラーズ,埼玉スタジアム2002,L,H,○ 4 - 0,4,0,56982,2006-05-07,2006,5,7,日,W,False
866,606,,2006.05.14,2006Jリーグヤマザキナビスコカップ 予選リーグ 第4日,横浜F・マリノス,日産スタジアム,LC,A,○ 2 - 1,2,1,34310,2006-05-14,2006,5,14,日,W,False
867,607,,2006.05.17,2006Jリーグヤマザキナビスコカップ 予選リーグ 第5日,FC東京,味の素スタジアム,LC,A,△ 0 - 0,0,0,19098,2006-05-17,2006,5,17,水,D,False
868,608,,2006.05.21,2006Jリーグヤマザキナビスコカップ 予選リーグ 第6日,横浜F・マリノス,埼玉スタジアム2002,LC,H,○ 4 - 2,4,2,43129,2006-05-21,2006,5,21,日,W,False
869,609,,2006.06.03,2006Jリーグヤマザキナビスコカップ 準々決勝 第1戦,川崎フロンターレ,さいたま市浦和駒場スタジアム,LC,H,○ 4 - 3,4,3,19292,2006-06-03,2006,6,3,土,W,False
870,610,,2006.06.07,2006Jリーグヤマザキナビスコカップ 準々決勝 第2戦,川崎フロンターレ,等々力陸上競技場,LC,A,● 1 - 2,1,2,16342,2006-06-07,2006,6,7,水,L,False
871,,,2006.06.28,ドイツ合宿・練習試合,ロイトリンゲン(ドイツ),クロイツァイヒスタジアム,I,A,○ 2 - 0,2,0,0,2006-06-28,2006,6,28,水,W,False
872,,,2006.06.29,ドイツ合宿・練習試合,SVシュツットガルター・キッカーズ(ドイツ),ヴァイラーハウスタジアム,I,A,● 0 - 2,0,2,800,2006-06-29,2006,6,29,木,L,False
873,,,2006.07.01,ドイツ合宿・練習試合,VfBシュツットガルトB(ドイツ),ウンツハースト,I,A,○ 6 - 1,6,1,0,2006-07-01,2006,7,1,土,W,False
874,,,2006.07.02,ドイツ合宿・練習試合,FCバイエルン・ミュンヘン2(ドイツ),フライデンシュダッド,I,A,○ 1 - 0,1,0,0,2006-07-02,2006,7,2,日,W,False
875,,,2006.07.03,ドイツ合宿・練習試合,TSGホッフェンハイム(ドイツ),ケールスタジアム,I,A,△ 1 - 1,1,1,0,2006-07-03,2006,7,3,月,D,False
876,611,425,2006.07.19,2006Jリーグ ディビジョン1 第13節,アルビレックス新潟,新潟スタジアム,L,A,● 1 - 2,1,2,38592,2006-07-19,2006,7,19,水,L,False
877,612,426,2006.07.22,2006Jリーグ ディビジョン1 第14節,川崎フロンターレ,等々力陸上競技場,L,A,○ 2 - 0,2,0,23005,2006-07-22,2006,7,22,土,W,False
878,613,427,2006.07.26,2006Jリーグ ディビジョン1 第15節,大分トリニータ,さいたま市浦和駒場スタジアム,L,H,○ 1 - 0,1,0,16040,2006-07-26,2006,7,26,水,W,False
879,614,428,2006.07.29,2006Jリーグ ディビジョン1 第16節,ヴァンフォーレ甲府,山梨県小瀬スポーツ公園陸上競技場,L,A,△ 1 - 1,1,1,17000,2006-07-29,2006,7,29,土,D,False
880,,,2006.07.31,さいたまシティカップ2006,FCバイエルン・ミュンヘン(ドイツ),埼玉スタジアム2002,I,H,○ 1 - 0,1,0,29019,2006-07-31,2006,7,31,月,W,False
881,615,429,2006.08.12,2006Jリーグ ディビジョン1 第17節,FC東京,埼玉スタジアム2002,L,H,○ 4 - 0,4,0,50195,2006-08-12,2006,8,12,土,W,False
882,,,2006.08.13,2006Jサテライトリーグ 第8日,ベガルタ仙台,ユアテックスタジアム仙台,S,A,● 0 - 2,0,2,4200,2006-08-13,2006,8,13,日,L,False
883,616,430,2006.08.19,2006Jリーグ ディビジョン1 第18節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,△ 2 - 2,2,2,34236,2006-08-19,2006,8,19,土,D,False
884,617,431,2006.08.23,2006Jリーグ ディビジョン1 第19節,アルビレックス新潟,埼玉スタジアム2002,L,H,○ 3 - 1,3,1,34417,2006-08-23,2006,8,23,水,W,False
885,618,432,2006.08.26,2006Jリーグ ディビジョン1 第20節,セレッソ大阪,大阪長居スタジアム,L,A,○ 2 - 1,2,1,23386,2006-08-26,2006,8,26,土,W,False
886,619,433,2006.08.30,2006Jリーグ ディビジョン1 第21節,大分トリニータ,九州石油ドーム,L,A,● 1 - 2,1,2,27843,2006-08-30,2006,8,30,水,L,False
887,620,434,2006.09.10,2006Jリーグ ディビジョン1 第22節,大宮アルディージャ,埼玉スタジアム2002,L,A,○ 2 - 0,2,0,35059,2006-09-10,2006,9,10,日,W,False
888,,,2006.09.12,2006Jサテライトリーグ 第9日,大宮アルディージャ,埼玉スタジアム2002 第2グラウンド,S,H,○ 3 - 1,3,1,696,2006-09-12,2006,9,12,火,W,False
889,621,435,2006.09.16,2006Jリーグ ディビジョン1 第23節,サンフレッチェ広島,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,39123,2006-09-16,2006,9,16,土,W,False
890,,,2006.09.17,2006Jサテライトリーグ 第10日,コンサドーレ札幌,宮の沢白い恋人サッカー場,S,A,△ 1 - 1,1,1,1726,2006-09-17,2006,9,17,日,D,False
891,622,436,2006.09.23,2006Jリーグ ディビジョン1 第24節,清水エスパルス,埼玉スタジアム2002,L,H,○ 1 - 0,1,0,48378,2006-09-23,2006,9,23,土,W,False
892,,,2006.09.24,2006Jサテライトリーグ 第11日,大宮アルディージャ,鴻巣市立陸上競技場,S,A,● 1 - 4,1,4,3058,2006-09-24,2006,9,24,日,L,False
893,623,437,2006.09.30,2006Jリーグ ディビジョン1 第25節,京都パープルサンガ,京都市西京極総合運動公園陸上競技場兼球技場,L,A,○ 5 - 1,5,1,16492,2006-09-30,2006,9,30,土,W,False
894,624,438,2006.10.07,2006Jリーグ ディビジョン1 第26節,ジェフユナイテッド千葉,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,48952,2006-10-07,2006,10,7,土,W,False
895,625,439,2006.10.15,2006Jリーグ ディビジョン1 第27節,アビスパ福岡,さいたま市浦和駒場スタジアム,L,H,○ 2 - 1,2,1,17541,2006-10-15,2006,10,15,日,W,False
896,626,440,2006.10.21,2006Jリーグ ディビジョン1 第28節,川崎フロンターレ,埼玉スタジアム2002,L,H,△ 2 - 2,2,2,50134,2006-10-21,2006,10,21,土,D,False
897,,,2006.10.22,2006Jサテライトリーグ 第15日,コンサドーレ札幌,熊谷スポーツ文化公園陸上競技場,S,H,● 1 - 5,1,5,2338,2006-10-22,2006,10,22,日,L,False
898,627,441,2006.10.28,2006Jリーグ ディビジョン1 第29節,ジュビロ磐田,ヤマハスタジアム(磐田),L,A,● 2 - 3,2,3,16162,2006-10-28,2006,10,28,土,L,False
899,,,2006.10.29,2006Jサテライトリーグ 第16日,ベガルタ仙台,東松山陸上競技場,S,H,● 0 - 1,0,1,2011,2006-10-29,2006,10,29,日,L,False
900,628,,2006.11.04,第86回天皇杯全日本サッカー選手権大会 4回戦,静岡FC,さいたま市浦和駒場スタジアム,E,N,○ 5 - 0,5,0,13636,2006-11-04,2006,11,4,土,W,False
901,629,442,2006.11.11,2006Jリーグ ディビジョン1 第30節,横浜F・マリノス,埼玉スタジアム2002,L,H,○ 1 - 0,1,0,52582,2006-11-11,2006,11,11,土,W,False
902,,,2006.11.12,2006Jサテライトリーグ 第17日,川崎フロンターレ,等々力陸上競技場,S,A,● 0 - 1,0,1,2453,2006-11-12,2006,11,12,日,L,False
903,630,443,2006.11.18,2006Jリーグ ディビジョン1 第31節,名古屋グランパスエイト,豊田スタジアム,L,A,● 0 - 1,0,1,32109,2006-11-18,2006,11,18,土,L,False
904,631,444,2006.11.23,2006Jリーグ ディビジョン1 第32節,ヴァンフォーレ甲府,埼玉スタジアム2002,L,H,○ 3 - 0,3,0,57781,2006-11-23,2006,11,23,木,W,False
905,632,445,2006.11.26,2006Jリーグ ディビジョン1 第33節,FC東京,味の素スタジアム,L,A,△ 0 - 0,0,0,41528,2006-11-26,2006,11,26,日,D,False
906,633,446,2006.12.02,2006Jリーグ ディビジョン1 第34節,ガンバ大阪,埼玉スタジアム2002,L,H,○ 3 - 2,3,2,62241,2006-12-02,2006,12,2,土,W,False
907,634,,2006.12.16,第86回天皇杯全日本サッカー選手権大会 5回戦,アビスパ福岡,埼玉スタジアム2002,E,N,○ 3 - 0,3,0,17675,2006-12-16,2006,12,16,土,W,False
908,635,,2006.12.23,第86回天皇杯全日本サッカー選手権大会 準々決勝,ジュビロ磐田,埼玉スタジアム2002,E,N,○ 3 - 3 (PK 10 - 9),3,3,27242,2006-12-23,2006,12,23,土,W,False
909,636,,2006.12.29,第86回天皇杯全日本サッカー選手権大会 準決勝,鹿島アントラーズ,国立競技場,E,N,○ 2 - 1,2,1,35782,2006-12-29,2006,12,29,金,W,False
910,637,,2007.01.01,第86回天皇杯全日本サッカー選手権大会 決勝,ガンバ大阪,国立競技場,E,N,○ 1 - 0,1,0,46880,2007-01-01,2007,1,1,月,W,False
911,,,2007.02.13,Bull's Cup 2007,レッドブル・ザルツブルク(オーストリア),ブッレン・アレーナ,I,A,● 1 - 3,1,3,0,2007-02-13,2007,2,13,火,L,False
912,,,2007.02.13,Bull's Cup 2007,FCバイエルン・ミュンヘン(ドイツ),ブッレン・アレーナ,I,N,● 0 - 3,0,3,0,2007-02-13,2007,2,13,火,L,False
913,638,,2007.02.24,2007 XEROX SUPER CUP,ガンバ大阪,国立競技場,SC,N,● 0 - 4,0,4,35307,2007-02-24,2007,2,24,土,L,False
914,639,447,2007.03.03,2007Jリーグ ディビジョン1 第1節,横浜FC,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,57188,2007-03-03,2007,3,3,土,W,False
915,640,,2007.03.07,AFCチャンピオンズリーグ2007 グループステージ MD1,ペルシク・ケディリ(インドネシア),埼玉スタジアム2002,ACL,H,○ 3 - 0,3,0,31303,2007-03-07,2007,3,7,水,W,False
916,641,448,2007.03.11,2007Jリーグ ディビジョン1 第2節,アルビレックス新潟,東北電力ビッグスワンスタジアム,L,A,△ 2 - 2,2,2,40524,2007-03-11,2007,3,11,日,D,False
917,642,449,2007.03.17,2007Jリーグ ディビジョン1 第3節,ヴァンフォーレ甲府,埼玉スタジアム2002,L,H,○ 2 - 0,2,0,39494,2007-03-17,2007,3,17,土,W,False
918,643,,2007.03.21,AFCチャンピオンズリーグ2007 グループステージ MD2,シドニーFC(オーストラリア),オージースタジアム,ACL,A,△ 2 - 2,2,2,21000,2007-03-21,2007,3,21,水,D,False
919,644,450,2007.04.01,2007Jリーグ ディビジョン1 第4節,大分トリニータ,九州石油ドーム,L,A,△ 2 - 2,2,2,27163,2007-04-01,2007,4,1,日,D,False
920,645,451,2007.04.07,2007Jリーグ ディビジョン1 第5節,ジュビロ磐田,埼玉スタジアム2002,L,H,○ 2 - 1,2,1,45025,2007-04-07,2007,4,7,土,W,False
921,646,,2007.04.11,AFCチャンピオンズリーグ2007 グループステージ MD3,上海申花(中国),埼玉スタジアム2002,ACL,H,○ 1 - 0,1,0,28828,2007-04-11,2007,4,11,水,W,False
922,647,452,2007.04.15,2007Jリーグ ディビジョン1 第6節,柏レイソル,国立競技場,L,A,○ 2 - 0,2,0,35013,2007-04-15,2007,4,15,日,W,False
923,648,453,2007.04.21,2007Jリーグ ディビジョン1 第7節,川崎フロンターレ,埼玉スタジアム2002,L,H,● 1 - 2,1,2,50531,2007-04-21,2007,4,21,土,L,False
924,649,,2007.04.25,AFCチャンピオンズリーグ2007 グループステージ MD4,上海申花(中国),上海浦東源深体育場,ACL,A,△ 0 - 0,0,0,6000,2007-04-25,2007,4,25,水,D,False
925,650,454,2007.04.29,2007Jリーグ ディビジョン1 第8節,鹿島アントラーズ,茨城県立カシマサッカースタジアム,L,A,○ 1 - 0,1,0,36146,2007-04-29,2007,4,29,日,W,False
926,651,455,2007.05.03,2007Jリーグ ディビジョン1 第9節,ジェフユナイテッド千葉,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,57440,2007-05-03,2007,5,3,木,D,False
927,652,456,2007.05.06,2007Jリーグ ディビジョン1 第10節,大宮アルディージャ,埼玉スタジアム2002,L,A,△ 1 - 1,1,1,33162,2007-05-06,2007,5,6,日,D,False
928,653,,2007.05.09,AFCチャンピオンズリーグ2007 グループステージ MD5,ペルシク・ケディリ(インドネシア),マナハン・スタジアム,ACL,A,△ 3 - 3,3,3,7000,2007-05-09,2007,5,9,水,D,False
929,654,457,2007.05.13,2007Jリーグ ディビジョン1 第11節,ガンバ大阪,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,55258,2007-05-13,2007,5,13,日,D,False
930,655,458,2007.05.19,2007Jリーグ ディビジョン1 第12節,名古屋グランパスエイト,豊田スタジアム,L,A,○ 2 - 1,2,1,34347,2007-05-19,2007,5,19,土,W,False
931,656,,2007.05.23,AFCチャンピオンズリーグ2007 グループステージ MD6,シドニーFC(オーストラリア),埼玉スタジアム2002,ACL,H,△ 0 - 0,0,0,44793,2007-05-23,2007,5,23,水,D,False
932,657,459,2007.05.27,2007Jリーグ ディビジョン1 第13節,横浜F・マリノス,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,51829,2007-05-27,2007,5,27,日,D,False
933,658,,2007.06.07,A3チャンピオンズカップ2007 第1戦,山東魯能(中国),山東省体育中心体育場,A3,N,● 3 - 4,3,4,31000,2007-06-07,2007,6,7,木,L,False
934,659,,2007.06.10,A3チャンピオンズカップ2007 第2戦,城南一和(韓国),山東省体育中心体育場,A3,N,○ 1 - 0,1,0,15000,2007-06-10,2007,6,10,日,W,False
935,660,,2007.06.13,A3チャンピオンズカップ2007 第3戦,上海申花(中国),山東省体育中心体育場,A3,N,● 1 - 3,1,3,31000,2007-06-13,2007,6,13,水,L,False
936,661,460,2007.06.17,2007Jリーグ ディビジョン1 第15節,FC東京,味の素スタジアム,L,A,○ 2 - 0,2,0,38439,2007-06-17,2007,6,17,日,W,False
937,662,461,2007.06.20,2007Jリーグ ディビジョン1 第16節,ヴィッセル神戸,さいたま市浦和駒場スタジアム,L,H,○ 2 - 0,2,0,16709,2007-06-20,2007,6,20,水,W,False
938,663,462,2007.06.23,2007Jリーグ ディビジョン1 第17節,清水エスパルス,日本平スタジアム,L,A,○ 1 - 0,1,0,20300,2007-06-23,2007,6,23,土,W,False
939,664,463,2007.06.30,2007Jリーグ ディビジョン1 第18節,ジュビロ磐田,エコパスタジアム,L,A,○ 2 - 0,2,0,35072,2007-06-30,2007,6,30,土,W,False
940,,,2007.07.01,2007Jサテライトリーグ 第4日,アルビレックス新潟,新潟市陸上競技場,S,A,○ 2 - 1,2,1,3819,2007-07-01,2007,7,1,日,W,False
941,665,,2007.07.07,2007Jリーグヤマザキナビスコカップ 準々決勝 第1戦,ガンバ大阪,埼玉スタジアム2002,LC,H,△ 1 - 1,1,1,44609,2007-07-07,2007,7,7,土,D,False
942,666,,2007.07.14,2007Jリーグヤマザキナビスコカップ 準々決勝 第2戦,ガンバ大阪,万博記念競技場,LC,A,● 2 - 5,2,5,14213,2007-07-14,2007,7,14,土,L,False
943,,,2007.07.17,さいたまシティカップ2007,マンチェスター・ユナイテッド(イングランド),埼玉スタジアム2002,I,H,△ 2 - 2,2,2,58716,2007-07-17,2007,7,17,火,D,False
中止,,,2007.07.29,2007Jサテライトリーグ,ザスパ草津,群馬県立敷島公園県営サッカー・ラグビー場,S,A,中止,-1,-1,0,2007-07-29,2007,7,29,日,D,True
944,667,464,2007.08.01,2007Jリーグ ディビジョン1 第14節,サンフレッチェ広島,埼玉スタジアム2002,L,H,○ 4 - 1,4,1,38682,2007-08-01,2007,8,1,水,W,False
945,,,2007.08.05,2007Jサテライトリーグ 第6日,大宮アルディージャ,鴻巣市立陸上競技場,S,A,○ 6 - 0,6,0,1598,2007-08-05,2007,8,5,日,W,False
946,668,465,2007.08.11,2007Jリーグ ディビジョン1 第19節,柏レイソル,埼玉スタジアム2002,L,H,△ 1 - 1,1,1,47359,2007-08-11,2007,8,11,土,D,False
947,669,466,2007.08.15,2007Jリーグ ディビジョン1 第20節,ガンバ大阪,万博記念競技場,L,A,○ 1 - 0,1,0,20982,2007-08-15,2007,8,15,水,W,False
948,670,467,2007.08.18,2007Jリーグ ディビジョン1 第21節,ヴァンフォーレ甲府,国立競技場,L,A,○ 4 - 1,4,1,36756,2007-08-18,2007,8,18,土,W,False
949,671,468,2007.08.25,2007Jリーグ ディビジョン1 第22節,FC東京,埼玉スタジアム2002,L,H,○ 3 - 2,3,2,46951,2007-08-25,2007,8,25,土,W,False
950,672,469,2007.08.29,2007Jリーグ ディビジョン1 第23節,ヴィッセル神戸,神戸総合運動公園ユニバー記念競技場,L,A,○ 2 - 1,2,1,20067,2007-08-29,2007,8,29,水,W,False
951,673,470,2007.09.01,2007Jリーグ ディビジョン1 第24節,大宮アルディージャ,埼玉スタジアム2002,L,H,● 0 - 1,0,1,49810,2007-09-01,2007,9,1,土,L,False
952,,,2007.09.02,2007Jサテライトリーグ 第7日,アルビレックス新潟,東松山陸上競技場,S,H,△ 0 - 0,0,0,1056,2007-09-02,2007,9,2,日,D,False
953,,,2007.09.12,2007Jサテライトリーグ 第10日,大宮アルディージャ,埼玉スタジアム2002 第2グラウンド,S,H,○ 1 - 0,1,0,820,2007-09-12,2007,9,12,水,W,False
